atom,gamma_code,code_length,formula_length,length_match,translation,derivative,expected_derivative,derivative_match,closed_disk_image_bound,common_compact_containment,global_prefix_free,inventory_tags,inventory_filter_stage,candidate_target_calls
3104,00000000000110000100000,23,23,True,-8114175/16777216,1/8388608,1/8388608,True,8114177/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3105,00000000000110000100001,23,23,True,274433/16777216,1/8388608,1/8388608,True,274435/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3106,00000000000110000100010,23,23,True,-3919871/16777216,1/8388608,1/8388608,True,3919873/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3107,00000000000110000100011,23,23,True,4468737/16777216,1/8388608,1/8388608,True,4468739/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3108,00000000000110000100100,23,23,True,-6017023/16777216,1/8388608,1/8388608,True,6017025/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3109,00000000000110000100101,23,23,True,2371585/16777216,1/8388608,1/8388608,True,2371587/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3110,00000000000110000100110,23,23,True,-1822719/16777216,1/8388608,1/8388608,True,1822721/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3111,00000000000110000100111,23,23,True,6565889/16777216,1/8388608,1/8388608,True,6565891/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3112,00000000000110000101000,23,23,True,-7065599/16777216,1/8388608,1/8388608,True,7065601/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3113,00000000000110000101001,23,23,True,1323009/16777216,1/8388608,1/8388608,True,1323011/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3114,00000000000110000101010,23,23,True,-2871295/16777216,1/8388608,1/8388608,True,2871297/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3115,00000000000110000101011,23,23,True,5517313/16777216,1/8388608,1/8388608,True,5517315/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3116,00000000000110000101100,23,23,True,-4968447/16777216,1/8388608,1/8388608,True,4968449/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3117,00000000000110000101101,23,23,True,3420161/16777216,1/8388608,1/8388608,True,3420163/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3118,00000000000110000101110,23,23,True,-774143/16777216,1/8388608,1/8388608,True,774145/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3119,00000000000110000101111,23,23,True,7614465/16777216,1/8388608,1/8388608,True,7614467/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3120,00000000000110000110000,23,23,True,-7589887/16777216,1/8388608,1/8388608,True,7589889/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3121,00000000000110000110001,23,23,True,798721/16777216,1/8388608,1/8388608,True,798723/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3122,00000000000110000110010,23,23,True,-3395583/16777216,1/8388608,1/8388608,True,3395585/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3123,00000000000110000110011,23,23,True,4993025/16777216,1/8388608,1/8388608,True,4993027/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3124,00000000000110000110100,23,23,True,-5492735/16777216,1/8388608,1/8388608,True,5492737/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3125,00000000000110000110101,23,23,True,2895873/16777216,1/8388608,1/8388608,True,2895875/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3126,00000000000110000110110,23,23,True,-1298431/16777216,1/8388608,1/8388608,True,1298433/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3127,00000000000110000110111,23,23,True,7090177/16777216,1/8388608,1/8388608,True,7090179/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3128,00000000000110000111000,23,23,True,-6541311/16777216,1/8388608,1/8388608,True,6541313/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3129,00000000000110000111001,23,23,True,1847297/16777216,1/8388608,1/8388608,True,1847299/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3130,00000000000110000111010,23,23,True,-2347007/16777216,1/8388608,1/8388608,True,2347009/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3131,00000000000110000111011,23,23,True,6041601/16777216,1/8388608,1/8388608,True,6041603/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3132,00000000000110000111100,23,23,True,-4444159/16777216,1/8388608,1/8388608,True,4444161/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3133,00000000000110000111101,23,23,True,3944449/16777216,1/8388608,1/8388608,True,3944451/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3134,00000000000110000111110,23,23,True,-249855/16777216,1/8388608,1/8388608,True,249857/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3135,00000000000110000111111,23,23,True,8138753/16777216,1/8388608,1/8388608,True,8138755/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
3136,00000000000110001000000,23,23,True,-8245247/16777216,1/8388608,1/8388608,True,8245249/16777216,True,True,square_control|all_integer_control,post_freeze_evaluator,0
3137,00000000000110001000001,23,23,True,143361/16777216,1/8388608,1/8388608,True,143363/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3138,00000000000110001000010,23,23,True,-4050943/16777216,1/8388608,1/8388608,True,4050945/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3139,00000000000110001000011,23,23,True,4337665/16777216,1/8388608,1/8388608,True,4337667/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3140,00000000000110001000100,23,23,True,-6148095/16777216,1/8388608,1/8388608,True,6148097/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3141,00000000000110001000101,23,23,True,2240513/16777216,1/8388608,1/8388608,True,2240515/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3142,00000000000110001000110,23,23,True,-1953791/16777216,1/8388608,1/8388608,True,1953793/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3143,00000000000110001000111,23,23,True,6434817/16777216,1/8388608,1/8388608,True,6434819/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3144,00000000000110001001000,23,23,True,-7196671/16777216,1/8388608,1/8388608,True,7196673/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3145,00000000000110001001001,23,23,True,1191937/16777216,1/8388608,1/8388608,True,1191939/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3146,00000000000110001001010,23,23,True,-3002367/16777216,1/8388608,1/8388608,True,3002369/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
3147,00000000000110001001011,23,23,True,5386241/16777216,1/8388608,1/8388608,True,5386243/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3148,00000000000110001001100,23,23,True,-5099519/16777216,1/8388608,1/8388608,True,5099521/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3149,00000000000110001001101,23,23,True,3289089/16777216,1/8388608,1/8388608,True,3289091/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3150,00000000000110001001110,23,23,True,-905215/16777216,1/8388608,1/8388608,True,905217/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3151,00000000000110001001111,23,23,True,7483393/16777216,1/8388608,1/8388608,True,7483395/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3152,00000000000110001010000,23,23,True,-7720959/16777216,1/8388608,1/8388608,True,7720961/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3153,00000000000110001010001,23,23,True,667649/16777216,1/8388608,1/8388608,True,667651/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3154,00000000000110001010010,23,23,True,-3526655/16777216,1/8388608,1/8388608,True,3526657/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3155,00000000000110001010011,23,23,True,4861953/16777216,1/8388608,1/8388608,True,4861955/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3156,00000000000110001010100,23,23,True,-5623807/16777216,1/8388608,1/8388608,True,5623809/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3157,00000000000110001010101,23,23,True,2764801/16777216,1/8388608,1/8388608,True,2764803/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3158,00000000000110001010110,23,23,True,-1429503/16777216,1/8388608,1/8388608,True,1429505/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3159,00000000000110001010111,23,23,True,6959105/16777216,1/8388608,1/8388608,True,6959107/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3160,00000000000110001011000,23,23,True,-6672383/16777216,1/8388608,1/8388608,True,6672385/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3161,00000000000110001011001,23,23,True,1716225/16777216,1/8388608,1/8388608,True,1716227/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3162,00000000000110001011010,23,23,True,-2478079/16777216,1/8388608,1/8388608,True,2478081/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3163,00000000000110001011011,23,23,True,5910529/16777216,1/8388608,1/8388608,True,5910531/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3164,00000000000110001011100,23,23,True,-4575231/16777216,1/8388608,1/8388608,True,4575233/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3165,00000000000110001011101,23,23,True,3813377/16777216,1/8388608,1/8388608,True,3813379/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3166,00000000000110001011110,23,23,True,-380927/16777216,1/8388608,1/8388608,True,380929/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3167,00000000000110001011111,23,23,True,8007681/16777216,1/8388608,1/8388608,True,8007683/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3168,00000000000110001100000,23,23,True,-7983103/16777216,1/8388608,1/8388608,True,7983105/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3169,00000000000110001100001,23,23,True,405505/16777216,1/8388608,1/8388608,True,405507/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3170,00000000000110001100010,23,23,True,-3788799/16777216,1/8388608,1/8388608,True,3788801/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3171,00000000000110001100011,23,23,True,4599809/16777216,1/8388608,1/8388608,True,4599811/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3172,00000000000110001100100,23,23,True,-5885951/16777216,1/8388608,1/8388608,True,5885953/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3173,00000000000110001100101,23,23,True,2502657/16777216,1/8388608,1/8388608,True,2502659/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3174,00000000000110001100110,23,23,True,-1691647/16777216,1/8388608,1/8388608,True,1691649/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3175,00000000000110001100111,23,23,True,6696961/16777216,1/8388608,1/8388608,True,6696963/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3176,00000000000110001101000,23,23,True,-6934527/16777216,1/8388608,1/8388608,True,6934529/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3177,00000000000110001101001,23,23,True,1454081/16777216,1/8388608,1/8388608,True,1454083/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3178,00000000000110001101010,23,23,True,-2740223/16777216,1/8388608,1/8388608,True,2740225/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3179,00000000000110001101011,23,23,True,5648385/16777216,1/8388608,1/8388608,True,5648387/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3180,00000000000110001101100,23,23,True,-4837375/16777216,1/8388608,1/8388608,True,4837377/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3181,00000000000110001101101,23,23,True,3551233/16777216,1/8388608,1/8388608,True,3551235/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3182,00000000000110001101110,23,23,True,-643071/16777216,1/8388608,1/8388608,True,643073/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3183,00000000000110001101111,23,23,True,7745537/16777216,1/8388608,1/8388608,True,7745539/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3184,00000000000110001110000,23,23,True,-7458815/16777216,1/8388608,1/8388608,True,7458817/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3185,00000000000110001110001,23,23,True,929793/16777216,1/8388608,1/8388608,True,929795/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3186,00000000000110001110010,23,23,True,-3264511/16777216,1/8388608,1/8388608,True,3264513/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3187,00000000000110001110011,23,23,True,5124097/16777216,1/8388608,1/8388608,True,5124099/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3188,00000000000110001110100,23,23,True,-5361663/16777216,1/8388608,1/8388608,True,5361665/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3189,00000000000110001110101,23,23,True,3026945/16777216,1/8388608,1/8388608,True,3026947/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3190,00000000000110001110110,23,23,True,-1167359/16777216,1/8388608,1/8388608,True,1167361/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3191,00000000000110001110111,23,23,True,7221249/16777216,1/8388608,1/8388608,True,7221251/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3192,00000000000110001111000,23,23,True,-6410239/16777216,1/8388608,1/8388608,True,6410241/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3193,00000000000110001111001,23,23,True,1978369/16777216,1/8388608,1/8388608,True,1978371/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3194,00000000000110001111010,23,23,True,-2215935/16777216,1/8388608,1/8388608,True,2215937/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3195,00000000000110001111011,23,23,True,6172673/16777216,1/8388608,1/8388608,True,6172675/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3196,00000000000110001111100,23,23,True,-4313087/16777216,1/8388608,1/8388608,True,4313089/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3197,00000000000110001111101,23,23,True,4075521/16777216,1/8388608,1/8388608,True,4075523/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3198,00000000000110001111110,23,23,True,-118783/16777216,1/8388608,1/8388608,True,118785/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3199,00000000000110001111111,23,23,True,8269825/16777216,1/8388608,1/8388608,True,8269827/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3200,00000000000110010000000,23,23,True,-8310783/16777216,1/8388608,1/8388608,True,8310785/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3201,00000000000110010000001,23,23,True,77825/16777216,1/8388608,1/8388608,True,77827/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3202,00000000000110010000010,23,23,True,-4116479/16777216,1/8388608,1/8388608,True,4116481/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3203,00000000000110010000011,23,23,True,4272129/16777216,1/8388608,1/8388608,True,4272131/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3204,00000000000110010000100,23,23,True,-6213631/16777216,1/8388608,1/8388608,True,6213633/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3205,00000000000110010000101,23,23,True,2174977/16777216,1/8388608,1/8388608,True,2174979/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3206,00000000000110010000110,23,23,True,-2019327/16777216,1/8388608,1/8388608,True,2019329/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3207,00000000000110010000111,23,23,True,6369281/16777216,1/8388608,1/8388608,True,6369283/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3208,00000000000110010001000,23,23,True,-7262207/16777216,1/8388608,1/8388608,True,7262209/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3209,00000000000110010001001,23,23,True,1126401/16777216,1/8388608,1/8388608,True,1126403/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3210,00000000000110010001010,23,23,True,-3067903/16777216,1/8388608,1/8388608,True,3067905/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3211,00000000000110010001011,23,23,True,5320705/16777216,1/8388608,1/8388608,True,5320707/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3212,00000000000110010001100,23,23,True,-5165055/16777216,1/8388608,1/8388608,True,5165057/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3213,00000000000110010001101,23,23,True,3223553/16777216,1/8388608,1/8388608,True,3223555/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3214,00000000000110010001110,23,23,True,-970751/16777216,1/8388608,1/8388608,True,970753/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3215,00000000000110010001111,23,23,True,7417857/16777216,1/8388608,1/8388608,True,7417859/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3216,00000000000110010010000,23,23,True,-7786495/16777216,1/8388608,1/8388608,True,7786497/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3217,00000000000110010010001,23,23,True,602113/16777216,1/8388608,1/8388608,True,602115/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3218,00000000000110010010010,23,23,True,-3592191/16777216,1/8388608,1/8388608,True,3592193/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3219,00000000000110010010011,23,23,True,4796417/16777216,1/8388608,1/8388608,True,4796419/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3220,00000000000110010010100,23,23,True,-5689343/16777216,1/8388608,1/8388608,True,5689345/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3221,00000000000110010010101,23,23,True,2699265/16777216,1/8388608,1/8388608,True,2699267/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3222,00000000000110010010110,23,23,True,-1495039/16777216,1/8388608,1/8388608,True,1495041/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3223,00000000000110010010111,23,23,True,6893569/16777216,1/8388608,1/8388608,True,6893571/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3224,00000000000110010011000,23,23,True,-6737919/16777216,1/8388608,1/8388608,True,6737921/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3225,00000000000110010011001,23,23,True,1650689/16777216,1/8388608,1/8388608,True,1650691/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3226,00000000000110010011010,23,23,True,-2543615/16777216,1/8388608,1/8388608,True,2543617/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3227,00000000000110010011011,23,23,True,5844993/16777216,1/8388608,1/8388608,True,5844995/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3228,00000000000110010011100,23,23,True,-4640767/16777216,1/8388608,1/8388608,True,4640769/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3229,00000000000110010011101,23,23,True,3747841/16777216,1/8388608,1/8388608,True,3747843/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3230,00000000000110010011110,23,23,True,-446463/16777216,1/8388608,1/8388608,True,446465/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3231,00000000000110010011111,23,23,True,7942145/16777216,1/8388608,1/8388608,True,7942147/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3232,00000000000110010100000,23,23,True,-8048639/16777216,1/8388608,1/8388608,True,8048641/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3233,00000000000110010100001,23,23,True,339969/16777216,1/8388608,1/8388608,True,339971/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3234,00000000000110010100010,23,23,True,-3854335/16777216,1/8388608,1/8388608,True,3854337/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3235,00000000000110010100011,23,23,True,4534273/16777216,1/8388608,1/8388608,True,4534275/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3236,00000000000110010100100,23,23,True,-5951487/16777216,1/8388608,1/8388608,True,5951489/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3237,00000000000110010100101,23,23,True,2437121/16777216,1/8388608,1/8388608,True,2437123/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3238,00000000000110010100110,23,23,True,-1757183/16777216,1/8388608,1/8388608,True,1757185/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3239,00000000000110010100111,23,23,True,6631425/16777216,1/8388608,1/8388608,True,6631427/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3240,00000000000110010101000,23,23,True,-7000063/16777216,1/8388608,1/8388608,True,7000065/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3241,00000000000110010101001,23,23,True,1388545/16777216,1/8388608,1/8388608,True,1388547/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3242,00000000000110010101010,23,23,True,-2805759/16777216,1/8388608,1/8388608,True,2805761/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3243,00000000000110010101011,23,23,True,5582849/16777216,1/8388608,1/8388608,True,5582851/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3244,00000000000110010101100,23,23,True,-4902911/16777216,1/8388608,1/8388608,True,4902913/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3245,00000000000110010101101,23,23,True,3485697/16777216,1/8388608,1/8388608,True,3485699/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3246,00000000000110010101110,23,23,True,-708607/16777216,1/8388608,1/8388608,True,708609/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3247,00000000000110010101111,23,23,True,7680001/16777216,1/8388608,1/8388608,True,7680003/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3248,00000000000110010110000,23,23,True,-7524351/16777216,1/8388608,1/8388608,True,7524353/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3249,00000000000110010110001,23,23,True,864257/16777216,1/8388608,1/8388608,True,864259/16777216,True,True,square_control|all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3250,00000000000110010110010,23,23,True,-3330047/16777216,1/8388608,1/8388608,True,3330049/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3251,00000000000110010110011,23,23,True,5058561/16777216,1/8388608,1/8388608,True,5058563/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3252,00000000000110010110100,23,23,True,-5427199/16777216,1/8388608,1/8388608,True,5427201/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3253,00000000000110010110101,23,23,True,2961409/16777216,1/8388608,1/8388608,True,2961411/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3254,00000000000110010110110,23,23,True,-1232895/16777216,1/8388608,1/8388608,True,1232897/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3255,00000000000110010110111,23,23,True,7155713/16777216,1/8388608,1/8388608,True,7155715/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3256,00000000000110010111000,23,23,True,-6475775/16777216,1/8388608,1/8388608,True,6475777/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3257,00000000000110010111001,23,23,True,1912833/16777216,1/8388608,1/8388608,True,1912835/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3258,00000000000110010111010,23,23,True,-2281471/16777216,1/8388608,1/8388608,True,2281473/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3259,00000000000110010111011,23,23,True,6107137/16777216,1/8388608,1/8388608,True,6107139/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3260,00000000000110010111100,23,23,True,-4378623/16777216,1/8388608,1/8388608,True,4378625/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3261,00000000000110010111101,23,23,True,4009985/16777216,1/8388608,1/8388608,True,4009987/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3262,00000000000110010111110,23,23,True,-184319/16777216,1/8388608,1/8388608,True,184321/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3263,00000000000110010111111,23,23,True,8204289/16777216,1/8388608,1/8388608,True,8204291/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3264,00000000000110011000000,23,23,True,-8179711/16777216,1/8388608,1/8388608,True,8179713/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3265,00000000000110011000001,23,23,True,208897/16777216,1/8388608,1/8388608,True,208899/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3266,00000000000110011000010,23,23,True,-3985407/16777216,1/8388608,1/8388608,True,3985409/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3267,00000000000110011000011,23,23,True,4403201/16777216,1/8388608,1/8388608,True,4403203/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3268,00000000000110011000100,23,23,True,-6082559/16777216,1/8388608,1/8388608,True,6082561/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3269,00000000000110011000101,23,23,True,2306049/16777216,1/8388608,1/8388608,True,2306051/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3270,00000000000110011000110,23,23,True,-1888255/16777216,1/8388608,1/8388608,True,1888257/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3271,00000000000110011000111,23,23,True,6500353/16777216,1/8388608,1/8388608,True,6500355/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3272,00000000000110011001000,23,23,True,-7131135/16777216,1/8388608,1/8388608,True,7131137/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3273,00000000000110011001001,23,23,True,1257473/16777216,1/8388608,1/8388608,True,1257475/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
